bootstrap_id,n_events_observation_support,n_events_response,fit_valid,status,solver_attempts,failure_reason,n_events_response_Barker2011,loglik_reduced,loglik_full,ll_gain_nats,LR_statistic,gain_bits_per_event,reduced_converged,full_converged,likelihood_nesting_ok,quadrature_order
200,66,65,True,finite_mle,1,,65,-173.418926943,-169.006541665,4.41238527871,8.82477055743,0.0979342516937,True,True,True,4
201,55,54,True,finite_mle,1,,54,-156.54988564,-156.359548348,0.190337292351,0.380674584702,0.00508516051427,True,True,True,4
202,57,56,True,finite_mle,1,,56,-161.396626247,-160.511125139,0.885501108099,1.7710022162,0.0228126438813,True,True,True,4
203,60,59,True,finite_mle,1,,59,-167.234670591,-166.988527907,0.246142683752,0.492285367504,0.00601879371525,True,True,True,4
204,59,58,True,finite_mle,1,,58,-162.174362202,-161.392995521,0.781366681021,1.56273336204,0.0194357557901,True,True,True,4
205,58,57,True,finite_mle,1,,57,-157.667754223,-157.481184479,0.18656974382,0.373139487639,0.00472216217875,True,True,True,4
206,66,65,True,finite_mle,1,,65,-177.828491969,-175.677259218,2.15123275092,4.30246550184,0.0477472741777,True,True,True,4
207,62,61,True,finite_mle,1,,61,-163.068542029,-162.518670969,0.549871059934,1.09974211987,0.0130048565786,True,True,True,4
208,65,64,True,finite_mle,1,,64,-173.849140344,-172.912644616,0.936495727669,1.87299145534,0.0211105897207,True,True,True,4
209,47,46,True,finite_mle,1,,46,-142.642288415,-142.04522439,0.597064025232,1.19412805046,0.0187256806151,True,True,True,4
210,55,54,True,finite_mle,1,,54,-157.536962622,-157.057847922,0.479114700243,0.958229400486,0.0128003037418,True,True,True,4
