background_id,beta_sin,beta_cos,phase_amplitude,preferred_phase_deg,rate_ratio_max_vs_min,realization_id
q50,-0.4662693766864474,0.7120198163114119,0.8511047823010425,326.7810355424919,5.486055804351313,joint_05314
q75,-0.47355899880332764,0.736488118476227,0.8755985804032936,327.25913996294975,5.761495986164014,joint_05314
q25,0.038589340259736565,0.21653416259708516,0.21994585868641092,10.104803875179167,1.5525390963969936,joint_03100
q50,-0.29320616882850414,0.518306230973896,0.5954924067571769,330.5031308963916,3.2903199639027614,joint_03100
q75,-0.4529595620932142,0.6636038935256954,0.8034565902362982,325.6835240563982,4.9873922624685285,joint_03100
q25,-0.31683893842414734,0.6146206246922594,0.6914806036316882,332.72874688579645,3.9866895797363933,joint_01358
q50,-0.4790259701681897,0.6215825001298119,0.7847488034799435,322.3801584615263,4.804233973670821,joint_01358
q75,-0.5571160224893961,0.6249345142293743,0.8372104930001232,318.2836651711333,5.335704806702132,joint_01358
q25,-0.2079648733984169,0.5453634050904482,0.5836699685434124,339.12651769927896,3.2134333246080824,joint_02014
q50,-0.3531753196069887,0.669297995922832,0.7567645695497497,332.1802752663919,4.5427344799594955,joint_02014
q75,-0.4230914603740795,0.7289702063236099,0.8428546408183072,329.869287941707,5.396277055511212,joint_02014
q25,0.07331532144972089,0.2145232075443511,0.22670541002453523,18.86834494177369,1.5736705491479417,joint_06862
q50,-0.19232477126751488,0.6011018008420237,0.6311197926056715,342.25773253932937,3.533325817098385,joint_06862
q75,-0.32022555664988894,0.787232234652016,0.8498699891200641,337.8647894448325,5.472524231327311,joint_06862
q25,-0.12517475327098784,0.5372444519006878,0.5516342265981355,346.88441560491617,3.0140010639179775,joint_04025
q50,-0.40611202200899793,0.6814437048359588,0.7932795833001087,329.20682152269853,4.886904940526256,joint_04025
q75,-0.5413781143643375,0.7508729747677567,0.9256891956533067,324.20846161386334,6.368591887029918,joint_04025
q25,0.24297118216511893,-0.09558257715758361,0.26109581463286774,111.47420938785689,1.6857180732647223,joint_09777
q50,-0.1594846637012669,0.4969907957222809,0.5219532632224576,342.20853112422134,2.8402910418438094,joint_09777
q75,-0.35325970059989903,0.7823039011829592,0.8583657786014116,335.6978132417947,5.566305548942066,joint_09777
q25,0.04709472596419506,0.24113981019265096,0.245695586597298,11.050794846111756,1.6345886348205132,joint_07957
q50,-0.2158701130566314,0.6595765035117406,0.6940036525090166,341.87745618800915,4.006857647298323,joint_07957
q75,-0.34248281332591946,0.8610460225172303,0.9266578280662066,338.309709726316,6.380941494450235,joint_07957
q25,-0.49895756051896906,0.5168669499006985,0.7184080254971348,316.01004269599844,4.207278707777011,joint_07281
q50,-0.5086949565353167,0.5779964666297619,0.7699678397445943,318.6489790446655,4.664290251807967,joint_07281
