realization_id,ngrip_realization_id,mis6_realization_id,fit_valid,invalid_reason,n_response_events,n_conditioning_events,response_exposure_kyr,gain_bits_per_event,LR_statistic,nominal_LR_p,delta_AIC_full_minus_reduced,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,pre_phase_amplitude,beta_history,beta_pre_phase_sin,beta_pre_phase_cos,all_models_converged,likelihood_nesting_ok
joint_00021,NGRIP_05722,7004,True,,53.0,2.0,167.262026,0.2335331401401731,17.158520791479987,0.00018796394494393557,-13.158520791479987,334.0707576766315,6.650715833464744,0.947362246502293,-0.8671155709459539,-0.41424441462767203,0.8519957693836564,True,True
joint_00022,NGRIP_07688,841,True,,53.0,2.0,165.42612300000002,0.2284936972762826,16.788254776533932,0.00022619176783045977,-12.788254776533932,328.4126225104204,6.578423129210597,0.9418975353004521,-1.0937151547918218,-0.493364284525062,0.8023482097943138,True,True
joint_00023,NGRIP_03505,5088,True,,53.0,2.0,167.109794,0.16543694927874603,12.155248425018158,0.002293619337161725,-8.155248425018158,328.4949672728022,4.811786546632317,0.785534219286675,-1.0463369323701344,-0.41049933226358765,0.6697419711213227,True,True
joint_00024,NGRIP_02156,6737,True,,53.0,2.0,167.00098400000002,0.22328147603288973,16.405294111846814,0.0002739275080001383,-12.405294111846814,334.25277494155625,6.404441175180221,0.9284958416634642,-0.8544862315526437,-0.4033401111502042,0.8363141052999679,True,True
joint_00025,NGRIP_07589,1519,True,,53.0,2.0,165.37467099999998,0.23705330378394454,17.417159890987705,0.00016516262795640744,-13.417159890987705,332.9407258547017,7.106281591146428,0.9804895620253701,-1.0391841538921298,-0.44603649579876614,0.8731616263076725,True,True
joint_00026,NGRIP_02881,3853,True,,53.0,2.0,165.090689,0.28774774680752924,21.141863177684286,2.5650907962081998e-05,-17.141863177684286,329.9037422649495,8.928656193832099,1.0946329506755863,-1.0260519544513194,-0.5489083221646343,0.947059106161356,True,True
joint_00027,NGRIP_06530,3919,True,,53.0,2.0,164.06289500000003,0.25134941926274823,18.467546977519476,9.768393066387911e-05,-14.467546977519476,326.9815282767005,7.353240583575809,0.9975705558916921,-0.9318016226373905,-0.5435855608136652,0.8364578602995806,True,True
joint_00028,NGRIP_09064,1083,True,,53.0,2.0,166.330245,0.23464761457052502,17.240405241255672,0.00018042369343509974,-13.240405241255672,328.97857508436084,6.779043490088122,0.9569180069208754,-1.0380712229582767,-0.49315588993456605,0.8200544739175969,True,True
joint_00029,NGRIP_02194,6695,True,,53.0,2.0,161.224605,0.2278663016742385,16.742157762312758,0.00023146569500169883,-12.742157762312758,314.53358601122386,6.62179519116611,0.9451832550502066,-0.8503205440805557,-0.6737639240636702,0.6628827650932168,True,True
joint_00030,NGRIP_00310,222,True,,53.0,2.0,164.868549,0.19013743937378558,13.970082382207664,0.0009256251683141649,-9.970082382207664,332.39528917439253,5.443489000618446,0.8472101078459825,-0.8884336697823751,-0.3925708129420871,0.750768355528115,True,True
